Διελαύνων Πλανήτης ,Γενέθλιος Πλανήτης,Όψη,Τίτλος,Κειμενο
mercury,moon,60,Διελαύνων Ερμής σε εξάγωνο με την γενέθλια Σελήνη,"Σήμερα, θα έχεις την ικανότητα να ελίσσεσαι τόσο σε προσωπικό όσο και σε επαγγελματικό επίπεδο, ενώ ή ικανότητα σου να προσαρμόζεσαι σε κάθε αλλαγή, θα προκαλεί εντυπωσιασμό στους ανθρώπους που θα σε συναναστρέφονται. Παράλληλα, θα βρίσκεσαι σε θέση να εκφράζεις με άνεση τα συναισθήματα αλλά και τις ενδότερες σκέψεις σου, ενώ δεν θα κωλύεσαι στο να εξωτερικεύσεις και τις απόψεις σου. Θα απολαύσεις στο μέγιστο την σημερινή μέρα, καθώς το άγχος θα απέχει κατά πολύ από τις επιλογές σου. "
mercury,moon,90,Διελαύνων Ερμής σε τετράγωνο με την γενέθλια Σελήνη ,"Δυσκολίες θα έχεις να αντιμετωπίσεις σήμερα τόσο σε προσωπικό όσο και σε εργασιακό επίπεδο. Οι επιλογές που θα πάρεις και οι ευκαιρίες που θα αξιοποιήσεις, δεν θα σου δώσουν επακριβώς την εικόνα και την αίσθηση που έχες χτίσει εξαρχής στο κεφάλι σου πριν καν δρομολογήσεις πρακτικά τους στόχους σου. Βάλε συναίσθημα στις επιθυμίες σου, αλλά πρωτεύον σου μέλημα θα είναι να αξιοποιήσεις τον ορθολογικο τρόπο σκέψης σου αν θέλεις να πας μπροστά σε οποιονδήποτε τομέα. "
mercury,moon,150,Διελαύνων Ερμής σε χιαστί με την γενέθλια Σελήνη,"Γενικά, η σημερινή μέρα θα σου δημιουργήσει την επιθυμία να εκφράσεις τις πραγματικές σου σκέψεις και τα ειλικρινά συναισθήματα σου με τον έξω κόσμο, ο έξω κόσμος όμως θα σου προκαλέσει με την αντίδραση του αντίθετα αισθήματα και απόψεις, κάτι που θα έχει σαν επερχόμενο να ελαττώσει την ψυχολογία και την αυτοπεποίθηση σου. Φως στο τούνελ και θετικές εξελίξεις θα δεις με το που σε αφήσει αυτή η επιρροή, σε κάθε τομέα της ζωής σου. "
mercury,moon,30,Διελαύνων Ερμής σε ημιεξάγωνο με την γενέθλια Σελήνη,"Το άγχος σήμερα δεν βρίσκεται ανάμεσα στις επιλογές της αντίδρασης σου, καθώς θα δρομολογήσεις τους στόχους σου με καθαρή σκέψη και εγρήγορση και τα πράγματα θα κυλούν ομαλά. Οι άνθρωποι που θα σε συναναστρέφονται, θα έλκονται από την συμπαθητική σου φύση και θα κάνετε συζητήσεις μεταξύ σας που θα χαρακτηρίζονται από ουσιώδες περιεχόμενο. Οτιδήποτε έχεις κατά νου ως προς την επίτευξη των στόχων σου θα στεφθεί με επιτυχία, γεγονός που θα σε οδηγήσει σε ψυχική και νοητική ανάταση. "
mercury,moon,72,Διελαύνων Ερμής σε πεντάγωνο με την γενέθλια Σελήνη,"Η επιτυχία θεωρείται δεδομένη με την σημερινή διέλευση σε οτιδήποτε σημαντικό δρομολογήσεις, είτε πρόκειται για επαγγελματικό ραντεβού, είτε για προσωπικό σου στόχο. Στην ιδιωτική σου ζωή και ιδίως στην οικογενειακή σου εστία, οι ρυθμοί αλλά και το πρόγραμμα που έχεις θέσει θα κυλήσει ομαλά αυτό το διάστημα, και με ακόμη μεγαλύτερη άνεση. Σε εργασιακό επίπεδο, θα εκφράζεις πλήρως τις σκέψεις και τις απόψεις σου, γεγονός που θα γίνεται σεβαστό από τον επαγγελματικό περίγυρο σου. "
mercury,moon,45,Διελάυνων Ερμής σε ημιτετράγωνο με την γενέθλια Σελήνη,"Θα βρεθείς σε σχετικά δύσκολη θέση σήμερα και αυτό θα ευθύνεται πρώτα από εσένα, και έπειτα από τον περίγυρο σου, τόσο σε προσωπικό - οικογενειακό, όσο και σε επαγγελματικό επίπεδο. Θα υπάρχει έλλειψη συντονισμού και συνεννόησης και από τις δύο πλευρές, κάτι που θα έχει σαν αποτέλεσμα αυτό το φαινόμενο να οδηγήσει σε εντάσεις και διαπληκτισμούς. Παράλληλα, πρόκειται για ένα αρνητικό διάστημα ως προς την δρομολόγηση στόχων και σημαντικών ραντεβού. "
mercury,moon,135,Διελάυνων Ερμής σε ενάμιση τετράγωνο με την γενέθλια Σελήνη,"Η σημερινή διέλευση θα σου δημιουργήσει έλλειψη συνεννόησης με τον κόσμο που θα συναναστραφείς, ενώ τα αισθήματα σου θα χαρακτηρίζονται από σύγχυση και υπερένταση, κάτι που θα σε οδηγήσει σε σπασμωδικές και δυσαρμονικές αντιδράσεις. Οι ειδήσεις που θα σου μεταφέρουν θα σου προκαλέσουν περισσότερο εκνευρισμό, γεγονός που θα σου φέρει καθυστερήσεις τόσο σε προσωπικό και επαγγελματικό επίπεδο, όσο και στην δρομολόγηση των στόχων σου. "
mercury,mercury,0,Διελαύνων Ερμής σε σύνοδο με τον γενέθλιο Ερμή ,"Η σημερινή διέλευση θα είναι άκρα ενδιαφέρουσα αλλά και υπερβολικά συμφέρουσα ως προς το πρόσωπο σου. Αυτό σημαίνει ότι η κριτική σου σκέψη και η η νοητική σου διαύγεια θα βρίσκονται σε μία έντονη συγχώνευση, κάτι που σαν γεγονός θα σε κάνει να ξεχωρίζεις ανάμεσα στους ανθρώπους που θα συναναστρέφεσαι και ιδίως στο επικοινωνιακό επίπεδο. Στον προσωπικό αλλά και στον επαγγελματικό τομέα καλό είναι να είσαι σε πλήρη εγρήγορση, καθώς μπορεί να τύχει να ακούσεις πράγματα τα οποία να είναι αρκετά χρήσιμα. "
mercury,mercury,180,Διελαύνων Ερμής σε αντίθεση με τον γενέθλιο Ερμή,"Σήμερα χρειάζεται να δώσεις προσοχή στις μετακινήσεις σου καθώς θα έχεις μία μικρή ροπή προς τα ατυχήματα. Επιπρόσθετα, οι σχέσεις σου με τον υπόλοιπο κόσμο, τόσο σε προσωπικό, όσο και σε επαγγελματικό επίπεδο θα διακρίνονται από ένα πνεύμα δυσαρμονικής επικοινωνίας, έλλειψη συνεννόησης αλλά απουσίας αντικειμενικότητας ως προς τις απόψεις. Έχε την προσοχή σου στον τρόπο συμπεριφοράς σου, διότι η τάση σου για παρρομητικές επιλογές θα σε εξωθήσουν στην νευρική σου κατάρρευση."
mercury,mercury,120,Διελαύνων Ερμής σε τρίγωνο με τον γενέθλιο Ερμή,"Είναι μία ιδιαίτερα ευνοϊκή μέρα για σένα, καθώς οι συνθήκες αυτής της διέλευσης θα σου φέρουν πολλές ευκαιρίες, τις οποίες και θα έχεις την διαύγεια να αξιοποιήσεις στο μέγιστο δυνατό των δυνάμεων σου. Τα νέα που θα σου μεταφέρουν οι άνθρωποι του περίγυρου σου, θα σε χαροποιήσουν σε μεγάλο βαθμό, γεγονός που θα σου εμφυσήσει έμπνευση για να δρομολογήσεις τις δικές σου επιθυμίες, αλλά και να μοιραστείς τις προσωπικές σου σκέψεις με τον υπόλοιπο κόσμο. "
mercury,mercury,60,Διελαύνων Ερμής σε εξάγωνο με τον γενέθλιο Ερμή,"Η σημερινή διέλευση θα σε φέρει σε συχνή επικοινωνία με ανθρώπους που θα έχουν να σου προσφέρουν ουσιώδη και εποικοδομητικά δεδομένα, βάσιμα στοιχεία για την εξέλιξη σου. Παράλληλα, τα νέα σε ότι κάνεις θα μεταφέρονται γρήγορα, άλλο τόσο όσο κι εσύ θα ενημερώνεσαι για τα νέα των άλλων, ιδίως με ειδήσεις που σε επηρεάζουν σε άμεσο επίπεδο. Πέραν αυτού, το επικοινωνιακό σου ταλέντο θα κερδίζει τις εντυπώσεις, καθώς τα επιχειρήματα σου αλλά και η έκφραση σου θα χαρακτηρίζονται από ορθολογισμό αλλά και ποικιλόμορφο περιεχόμενο. "
mercury,mercury,90,Διελαύνων Ερμής σε τετράγωνο με τον γενέθλιο Ερμή,"Δύσκολη μέρα η σημερινή, ιδίως ως προς το επικοινωνιακό κομμάτι αλλά και την μεταφορά αντικειμένων. Θα έχεις μία αίσθηση ότι οι άλλοι παρερμηνεύουν τα λεγόμενα σου και ότι δεν σε καταλαβαίνουν, το οποίο θα έχει σαν επερχόμενο την αποστασιοποίηση σου σε νοητικό αλλά και συναισθηματικό επίπεδο. Η έλλειψη συνεννόησης αλλά και αντικειμενικότητας θα εντείνει τα προαναφερθέντα φαινόμενα. Δώσε μεγάλη προσοχή στις μετακινήσεις σου, διότι θα έχεις μεγάλη ροπή στην πρόκληση ατυχημάτων εξαιτίας της παρόρμησης σου. "
mercury,mercury,150,Διελαύνων Ερμής σε χιαστί με τον γενέθλιο Ερμή,"Η παρόρμηση σου θα σε οδηγήσει σε περιττά και ριψοκίνδυνα ρίσκα, ενώ θα εντείνει την ροπή σου ως προς την πρόκληση ατυχημάτων, ιδίως όταν βρίσκεσαι σε μετακίνηση με κάποιο μεταφορικό μέσο. Η παρορμητικότητα σου αλλά και ο περιττός ενθουσιασμός δεν θα είναι οι καλύτεροι σύμβουλοι σου για σήμερα, όσο και αν σου δημιουργούν αυτή την εντύπωση. Προσπάθησε να αναπτύξεις περισσότερο την κριτική σου σκέψη αλλά και την αντικειμενικότητα σου, εφόσον επιθυμείς να μετριάσεις την αίσθηση της δυσαρμονίας."
mercury,mercury,30,Διελαύνων Ερμής σε ημιεξάγωνο με τον γενέθλιο Ερμή,"Η επιρροή της σημερινής διέλευσης θα σου προσδώσει μία επιικοινωνιακή διάθεση σε κάθε επίπεδο, είτε πρόκειται να βρεθείς σε προσωπικό είτε σε επαγγελματικό χώρο. Θα μάθεις παράλληλα και κάποια νέα τα οποία  θα σε επηρεάσουν σε προσωπικό επίπεδο και με άμεσο τρόπο. Φρόντισε επίσης, να έχεις τα αυτιά σου ανοιχτά καθώς μέσα στις συζητήσεις που θα έχεις σήμερα θα ακούσεις κάποια πράγματα που θα σου φανούν χρήσιμα."
mercury,mercury,72,Διελαύνων Ερμής σε πεντάγωνο με τον γενέθλιο Ερμή,"Με την σημερινή διέλευση θα βρίσκεις συνεχώς την έμπνευση σε όποιο περιβάλλον και να βρεθείς, είτε σε προσωπικό είτε σε επαγγελματικό επίπεδο. Οι συνθήκες της επικοινωνίας με τον περίγυρο σου αλλά και οι συζητήσεις που θα ανταλλάξεις μαζί του θα διακρίνονται για την αντικειμενικότητα τους αλλά και για το ουσιώδες περιεχόμενο. Παράλληλα, η νοητική σου διαύγεια και η κριτική σου σκέψη θα είναι οι καλύτεροι σύμβουλοι σου για την σημερινή μέρα, καθώς θα σε εξωθούν σε ορθές επιλογές για την εξέλιξη σου. "
mercury,mercury,45,Διελαύνων Ερμής σε ημιτετράγωνο με τον γενέθλιο Ερμή,"Το νευρικό σου σύστημα θα διακρίνεται από μεγάλη ευαισθησία, κάτι το οποίο θα πρέπει να έχεις υπόψιν σου. Προσπάθησε να μην εξωθείς τον εαυτό σου σε περιττές ασχολίες, διότι η κατασπατάληση της ενέργειας σου θα σε οδηγήσει σε έλλειψη επικοινωνιακής διάθεσης αλλά και συνεργασίας που τους ανθρώπους που θα συναναστρέφεσαι, είτε σε προσωπικό, είτε σε επαγγελματικό επίπεδο. Οι συζητήσεις που θα ανταλλάξεις με τον κόσμο θα χαρακτηρίζεται από κυνισμό και υποκειμενικότητα, το οποίο και θα εντείνει την ένταση στην ήδη υπάρχουσα φάση. "
mercury,mercury,135,Διελαύνων Ερμής σε ενάμιση τετράγωνο με τον γενέθλιο Ερμή,"Θα δυσκολευτείς αρκετά στο να συντονιστείς και να προσαρμοστείς με ένα σύνολο ανθρώπων, και σε προσωπικό αλλά και επαγγελματικό επίπεδο, γεγονός που θα σου δημιουργήσει εκνευρισμό και υπερένταση σε εσωτερικό επίπεδο. Η έλλειψη αντικειμενικότητας στο επικοινωνιακό φάσμα μεταξύ του κόσμου και εσένα, θα εντείνει τα προαναφερθέντα αισθήματα και θα σε οδηγήσει σε παρορμητικές κινήσεις. Εάν θέλεις να εξελιχθείς και να ανέβεις επίπεδο, χρειάζεται να αναπτύξεις τον ορθολογισμό σου και να δώσεις πλήρη προσοχή στην δρομολόγηση των στόχων σου. "
mercury,venus,0,Διελαύνων Ερμής σε σύνοδο με την γενέθλια Αφροδίτη,"Σήμερα θα πραγματοποιήσεις συναντήσεις οι οποίες θα σου προσφέρουν πληρότητα και θετική ενέργεια. Οι προσωπικοί σου στόχοι δρομολογούνται, ιδιαίτερα σε επαγγελματικό επίπεδο, επομένως άδραξε την ευκαιρία να οργανώσεις τα ραντεβού σου. Το κλίμα της ημέρας θα χαρακτηρίζεται από αρμονία, κατανόηση και αρκετά εποικοδομητική επικοινωνία με τους ανθρώπους που βρίσκονται στον περίγυρο σου. Η εμπάθεια και η ενσυναίσθηση σου, θα σε βοηθήσουν να αποφύγεις τις περιττές εντάσεις."
mercury,venus,180,Διελαύνων Ερμής σε αντίθεση με την γενέθλια Αφροδίτη,"Η μέρα θα σου στέλνει αμφίσημα μηνύματα σήμερα, και αυτό θα σε κουράσει νοητικά και συνααισθηματικά. Χρειάζεται να καταβάλλεις μεγάλες προσπάθειες για να συντονιστείς στον ίδιο ρυθμό με τους ανθρώπους που θα βρίσκονται στο περιβάλλον σου. Εάν προσαρμοστείς στα δεδομένα της ημέρας χωρίς να αντιδράς απότομα, θα δεις τις εντάσεις να γίνονται πιο ισχνές. Όσο μπορείς, λόγω της συναισθηματικής και λεκτικής αστάθειας σου μην κανονίζεις σημαντικά ραντεβού, ειδικά επαγγελματικού χαρακτήρα. "
mercury,venus,120,Διελαύνων Ερμής σε τρίγωνο με την γενέθλια Αφροδίτη,"Θα έχεις ευχάριστη διάθεση σήμερα και θα μεταδίδεις αυτό το πνεύμα ενεργητικότητας σε όλες σου τις κινήσεις. Είναι μία καλή μέρα για να δρομολογήσεις προσωπικούς και επαγγελματικούς στόχους, επομένως θα μπορείς να αξιοποιήσεις τις ευκαιρίες που θα σου παρουσιαστούν με τον πιο κατάλληλο τρόπο. Ευνοούνται συναντήσεις και συζητήσεις κάθε μορφής καθώς θα διακατέχονται από φιλικά και επικοινωνιακά αισθήματα."
mercury,venus,60,Διελαύνων Ερμής σε εξάγωνο με την γενέθλια Αφροδίτη ,"Μπορείς να καταφέρεις πολλά πράγματα σε οποιοδήποτε περιβάλλον και αν βρεθείς λόγω της αρμονίας κα της προσαρμοστικότητας που θα σε διακατέχει. Οι συζητήσεις που θα τύχει να κάνεις σήμερα θα σου μεταδώσουν ένα πνεύμα έμπνευσης και θετικότητας, τις οποίες και θα αξιοποιήσεις παραγωγικά για να επιτεύξεις τους στόχους σου. Έναν συντελεστή θα πρέπει να προσέξεις ώστε να αποφύγεις την αρνητικότητα. Παρόλο που τα πάντα θα κυλούν ομαλά, θα δημιουργηθούν μερικές καθυστερήσεις, αυτό που χρειάζεται να κάνεις λοιπόν, είναι να αναπτύξεις την υπομονή και την επιμονή σου και να δώσεις το μέγιστο των δυνάμεων σου για την ολοκλήρωση αυτών που έχεις προγραμματίσει για σήμερα. "
mercury,venus,90,Διελαύνων Ερμής σε τετράγωνο με την γενέθλια Αφροδίτη,"Η συναναστροφή σου με τον υπόλοιπο κόσμο θα σε ταράζει συναισθηματικά και θα σου προκαλέσει εκνευρισμό. Σαν επέκταση αυτού, δεν θα μπορέσεις να αποδώσεις ούτε στο εργασιακό σου περιβάλλον εξαιτίας αυτής της δυσαρμονίας. Χρειάζεται προσοχή στην αστάθεια της διάθεσης σου, όπως επίσης και στην χρήση του λόγου σου. Προτού προβείς σε κινήσεις τις οποίες μπορεί να τις μετανιώσεις αργότερα, σκέψου διπλά, ειδικά εάν πρόκειται για υποθέσεις οικονομικού χαρακτήρα. "
mercury,venus,150,Διελαύνων Ερμής σε χιαστί με την γενέθλια Αφροδίτη,"Θα αντιμετωπίσεις μία μικρή δυσκολία την σημερινή ημέρα, και αυτό θα εκδηλωθεί κυρίως στην επικοινωνία σου με τον κόσμο. Θα υπάρχουν φιλικά αισθήματα, εσύ όμως θα έχεις την αμφιβολία σου στις ειδήσεις που θα σου μεταφέρουν. Προσπάθησε οτιδήποτε ακούσεις ή συζητήσεις σήμερα να μην το λάβεις επικριτικά και προσωπικά, αξιοποίησε το με εσωτερική διεργασία. Θα πρέπει να είσαι σε θέση να πολεμήσεις με τον εγωισμό σου και να θέσεις νέες προτεραιότητες εάν θέλεις να εξελιχθείς γενικά στην ζωή σου, όπως το να βάλεις σαν στόχο καινούργιες αξίες. "
mercury,venus,30,Διελαύνων Ερμής σε ημιεξάγωνο με την γενέθλια Αφροδίτη,"Η δρομολόγηση των προσωπικών σου στόχων θα κυλάει σχετικά ομαλά σήμερα, το ίδιο και η επικοινωνία σου με τον κόσμο. Προσπαθείς να ελίσσεσαι ανάμεσα στα νέα δεδομένα της σημερινής μέρας και αναζητάς την αρμονία, χρειάζεται όμως να κάνεις και εσύ κάτι εκ μέρους σου και να μην το περιμένεις μόνο από την αντίθετη πλευρά. Εάν δώσεις το μέγιστο των δυνάμεων σου σήμερα σε συναντήσεις προσωπικού αλλά και επαγγελματικού χαρακτήρα, θα δεις την επιτυχία σου να καρποφορεί. "
mercury,venus,72,Διελαύνων Ερμής σε πεντάγωνο με την γενέθλια Αφροδίτη,"Πρόκειται για μία ιδανική μέρα η σημερινή καθώς η καρδιά και ο νους θα είναι στην θέση τους. Μπορείς να διακρίνεις τι σου είναι περιττό και τι κατάλληλο, διότι διακατέχεσαι από μοναδικές προσωπικές αξίες και αυτό εκπέμπεται στον στόμφο του λόγου σου. Επίσης, θα μάθεις για κάποια νέα τα οποία θα σε χαροποιήσουν ιδιαίτερα. Στο προσωπικό αλλά και στο επαγγελματικό σου περιβάλλον έχεις εποικοδομητικές συζητήσεις, και επιπρόσθετα οι συναντήσεις που θα οργανώσεις θα σου φέρουν πληρότητα και ευτυχία. "
mercury,venus,45,Διελαύνων Ερμής σε ημιτετράγωνο με την γενέθλια Αφροδίτη,"Θα έχεις μία κάπως ισχνά δύσκολη μέρα σήμερα διότι η επικοινωνία σου με τον υπόλοιπο κόσμο θα σε αναστατώσει συναισθηματικά. Παράλληλα, θα ενημερωθείς για κάποια πράγματα που θα σε κλονίσουν σε προσωπικό και επαγγελματικό επίπεδο, ενώ διακινδυνεύεις από κάποια δυσφήμηση προς το πρόσωπο σου στο εργασιακό σου περιβάλλον. Με λίγη υπομονή και πολύ προσπάθεια δική σου όσο μπορέσεις, απέφυγε να οργανώσεις σημαντικά ραντεβού, ιδίως εάν είναι για το  κλείσιμο εκκρεμοτήτων. "
mercury,venus,135,Διελαύνων Ερμής σε ενάμιση τετράγωνο με την γενέθλια Αφροδίτη,"Σήμερα θα αντιμετωπίσεις δυσκολίες στην επικοινωνία σου με τον υπόλοιπο κόσμο και θα παρουσιαστούν εμπόδια στην δρομολόγηση εκκρεμοτήτων σε όλους τους τομείς. Θα κουραστείς πολύ και θα σου προκαλέσει εκνευρισμό, κατι που σε οδηγήσει σε σπασμωδικές και παρορμητικές κινήσεις. Όσο μπορείς, αξιοποίησε την σιωπή η οποία είναι χρυσός από το να εκθέτεις διαχυτικά τα συναισθήματα σου. Εάν πράξεις περισσότερα από όσα θα πεις θα προσωρήσεις πιο μπροστά από όσο νομίζεις. "
mercury,mars,0,Διελαύνων Ερμής σε σύνοδο με τον γενέθλιο Άρη,"Η νευρικότητα και η νοητική σου διεργασία θα βρίσκονται σε υπερβολική κινητικότητα, κάτι που κάποιες στιγμές θα λειτουργεί πάνω σου σαν ένεση ανδρεναλίνης και άλλοτε σαν ηρεμιστικό σε επίπεδο παθητικότητας. Θα δημιουργηθούν προβλήματα εξαιτίας της ασταθούς σου συμπεριφοράς σε όποιο περιβάλλον και να βρίσκεσαι, είτε προσωπικό, είτε επαγγελματικό όπου και θα εκδηλωθούν κάποιες εντάσεις, ιδιαίτερα σε θεμελιώδη ζητήματα. Αν αναλογιστείς και συνειδητοποιήσεις ότι η βιαιοτητα και ο παρορμητισμός δεν θα σε πάνε μπροστά, θα μετριάσεις την αρνητικότητα της ημέρας. Προσοχή σε μικροατυχήματα."
mercury,mars,180,Διελαύνων Ερμής σε αντίθεση με τον γενέθλιο Άρη,"Δώσε προσοχή σήμερα στην παρορμητικότητα και την νευρικότητα σου, διότι είναι μεγάλες οι τάσεις σου για τραυματισμό ή ατύχημα, ιδίως μέσω των μετακινήσεων ή από την χρήση μηχανημάτων και ηλεκτρονικών συσκευών. Παράλληλα, θα χρειαστεί να ελέγξεις την συμπεριφορά σου σε προσωπικό και επαγγελματικό επίπεδο, διότι η έλλειψη αντικειμενικότητας θα σου επιφέρει έντονες αντιδράσεις και φασαρίες. Να σκέφτεσαι διπλά πριν πράξεις οτιδήποτε διότι έχεις μία ροπή στις ακατάλληλες επιλογές, οι οποίες και θα σε εκτοπίσουν από την προσωπική σου πορεία. "
mercury,mars,120,Διελαύνων Ερμής σε τρίγωνο με τον γενέθλιο Άρη,"Μπορείς σήμερα να επιφέρεις εποικοδομητικές αλλαγές σε προσωπικό και επαγγελματικό επίπεδο καθώς θα μπορείς να συντονίσεις την νοητική σου διεργασία με την πρακτική δράση. Θα ασχοληθείς με πάρα πολλά πράγματα και θα έχεις την ικανότητα να τα διεκπεραιώσεις εγκαίρως. Είσαι αυτό που φαίνεσαι και θα κάνεις αυτό που θα υπόσχεσαι, κάτι που μπορεί να σου φέρει θετικές εξελίξεις στην καριέρα σου και στην ιδιωτική σου ζωή. Κάθε νέα αρχή είναι μεν δύσκολη, αλλά θα λειτουργήσει υπέρ σου ως προς την δρομολόγηση της. "
mercury,mars,60,Διελαύνων Ερμής σε εξάγωνο με τον γενέθλιο Άρη,"Καλή μέρα η σημερινή για νέα ξεκινήματα σε οποιονδήποτε τομέα. Κάτι που θα χρειαστεί να έχεις υπόψιν σου για σήμερα, θα είναι να λειτουργήσεις με την συνεργασία της λογικής και την πρακτικής δράσης ώστε να καταβάλλεις το μέγιστο των δυνάμεων σου σε αυτά που επιθυμείς. Θα παρατηρήσεις εξελίξεις σε υποθέσεις επαγγελματικού χαρακτήρα, ενώ παράλληλα μπορείς να δρομολογήσεις προσωπικά σου ζητήματα. Αναλαμβάνεις δράση και διεκπεραιώνεις θεμελιώδη ζητήματα που σε απασχολούσαν καιρό. "
mercury,mars,90,Διελαύνων Ερμής σε τετράγωνο με τον γενέθλιο Άρη,"Χρειάζεται τουλάχιστον για σήμερα να κάνεις μεγάλη προσπάθεια στο να κατανοήσεις τους ανθρώπους που σε περιβάλλουν, καθώς και τις προσωπικές τους απόψεις. Οποιαδήποτε κριτική ή καθυστέρηση στην δρομολόγηση στόχων θα την αντιλαμβάνεσαι προσωπικά και αυτό θα σε πάει προς τα πίσω. Επιπρόσθετα, καλό είναι να λειτουργήσεις μετρημένα και προσεχτικά διότι ελοχεύει ο κίνδυνος τραυματισμού ή ατυχήματος, ειδικά από μηχανήματα ή στις μετακινήσεις. Παράλληλα, οποιοδήποτε νέο ξεκίνημα καλό είναι να το ακυρώσεις για σήμερα λόγω της νοητικής σου θολούρας και της υποκειμενικότητας σου. "
mercury,mars,150,Διελαύνων Ερμής σε χιαστί με τον γενέθλιο Άρη,"Θα υπάρχει μία σύγχυση σε εσωτερικό επίπεδο σήμερα, ενώ θα καταβάλλεις προσπάθειες να συντονιστείς με το εκάστοτε περιβάλλον στο οποίο θα βρίσκεσαι και δεν θα τα καταφέρνεις. Θα χρειαστεί να αναγνωρίσεις ότι η τελειομανία και η υποκειμενικότητα δεν θα είναι οι κατάλληλοι σύμβουλοι στις πράξεις αλλά και στις σκέψεις σου, και δεν θα σου επιφέρουν την επιθυμητή πορεία. Επίσης, πρόσεξε σε μικροατυχήματα από τον ηλεκτρισμό ή στις μετακινήσεις σου. "
mercury,mars,30,Διελάυνων Ερμής σε ημιεξάγωνο με τον γενέθλιο Άρη,"Βασικά ζητήματα της καθημερινότητας τα οποία θα εμφανιστούν κάπως απρόσμενα, θα ""απαιτήσουν"" από εσένα άμεση επίλυση καθώς και οι άνθρωποι του περιβάλλοντος σου θα κρέμονται από την καθοδήγηση σου. Μπορείς να κάνεις νέα ξεκινήματα τα οποία έχουν εύνοια, εκ μέρους σου όμως χρειάζεται να ασκήσεις μεγαλύτερη δύναμη και αφοσίωση στην πραγμάτωση τους. Οι εξελίξεις που θα παρατήρησεις σε προσωπικό και επαγγελματικό επίπεδο θα έχουν καθοριστική επιρροή σε θεμελιώδη ζητήματα που σε απασχολούν. "
mercury,mars,72,Διελαύνων Ερμής σε πεντάγωνο με τον γενέθλιο Άρη,"Ιδανική μέρα για να ερευνήσεις διάφορους τομείς της ζωής σου και να επιφέρεις ανανεωμένες αλλαγές. Η νοητική σου διεργασία θα συντονιστεί με την πρακτική δράση, κάτι που σημαίνει πως οτιδήποτε λες θα το κάνεις και κανένας από τον περίγυρο σου δεν θα αμφισβητήσει ότι είσαι αυτό που φαίνεσαι. Επακόλουθα, αυτό θα σου φέρει μεγάλες εξελίξεις στην δρομολόγηση προσωπικών στόχων σε επαγγελματικό επίπεδο αλλά και στον ιδιωτικό σου βίο. Μπορείς επίσης να πραγματώσεις νέα ξεκινήματα σε ότι επιθυμείς. "
mercury,mars,45,Διελαύνων Ερμής σε ημιτετράγωνο με τον γενέθλιο Άρη,"Δυσκολίες επιφυλάσσει η σημερινή μέρα σε ατομικό και εργασιακό επίπεδο. Θα προσπαθείς να καταβάλλεις το μέγιστο των δυνάμεων σου, κάτι που διακινδυνεύεις να σε οδηγήσει σε νοητική και νευρολογική εξάντληση. Μάθε να λες όχι εκεί που χρειάζεται και μην σπαταλήσεις άσκοπα τον εαυτό σου σε περιττές ενέργειες. Η υπομονή και η διακριτικότητα στις συναντήσεις και στις συζητήσεις που θα παραστείς θα είναι ο καλύτερος σύμβουλος για την σημερινή μέρα. Προσοχή σε μικροατυχήματα."
mercury,mars,135,Διελαύνων Ερμής σε ενάμιση τετράγωνο με τον γενέθλιο Άρη,"Θα πρέπει να σκέφτεσαι διπλά σήμερα πριν προβείς σε οποιαδήποτε κίνηση όσον αφορά την δρομολόγηση ατομικών σου υποθέσεων σε προσωπικό και επαγγελματικό επίπεδο. Θα έχεις νοητική θολούρα και η κρίση σου θα είναι υποκειμενική, κάτι που θα σε οδηγήσει σε ρίσκα σε ζητήματα επαγγελματικού και οικονομικού χαρακτήρα. Από το να κάνεις κάτι το οποίο μπορεί να μετανιώσεις εξαιτίας του παραρμητισμού σου, προσπάθησε να λειτουργήσεις μέσω της λογικής δραστηριοποίσης, επομένως πράξε μέσω του ορθολογικού πρίσματος. Προσοχή σε μικροατυχήματα. "
venus,sun,0,Διελαύνουσα Αφροδίτη σε σύνοδο με τον γενέθλιο Ήλιο,"Με αυτή την όψη η διάθεση σου είναι πολύ ανεβασμένη και ευχάριστη. Οι άνθρωποι που θα βρίσκονται δίπλα σου θα αναγνωρίζουν αυτή την ευδιαθεσία που θα εκπέμπεις και θα θελουν να σε συναναστρέφονται. Η αισιοδοξία και η φυσική γοητεία που θα βγάζεις προς τα έξω, θα σου φέρουν πολλές ευκαιρίες επαγγελματικού χαρακτήρα. Η δημοφιλία σου αυξάνεται και σαν επακόλουθο, θα έχεις θετικές εξελίξεις σε ζητήματα που σε απασχολούν και θα είναι κυρίως προσωπικού και οικονομικού χαρακτήρα. "
